,TICKER,COMPANY NAME,INSIDER,POSITION,DATE,SHARES,TRANS. PRICE,MKT VALUE,RANK,next_day_high_price,next_2day_high_price,next_3day_high_price,high_avg,high_diff,next_day_low_price,next_2day_low_price,next_3day_low_price,low_avg,low_diff
1433,LILAK,Liberty Latin America Ltd.,Hussain Aamir,"SVP, CT&PO",2022-05-24,10000,8.99,89900,2.74,9.324999809265137,9.69499969482422,9.710000038146973,9.576666514078775,0.06125999200413939,8.899999618530273,9.210000038146973,9.44499969482422,9.184999783833822,0.021230243704200614
1434,AOMR,"Angel Oak Mortgage, Inc.",Yoseloff Anthony Alexander,10% Owner,2022-05-23,6260,13.99,87577,1.5,14.4399995803833,15.149999618530273,15.199999809265135,14.929999669392906,0.06296046150087604,13.899999618530273,14.30799961090088,14.979999542236328,14.395999590555824,0.028202250771260994
1435,RNWK,Realnetworks Inc,"Tomsat Investment & Trading Co., Inc.",10% Owner,2022-05-23,150000,0.58,87000,2.45,0.6100000143051147,0.6200000047683716,0.6700000166893005,0.6333333452542623,0.0842105435532544,0.5699999928474426,0.5699999928474426,0.6000000238418579,0.5800000031789144,5.4808869785741824e-09
1436,EXE,Crexendo Inc,Mihaylo Steven G,Chief Executive Officer,2022-05-24,28909,3.0,86727,0.01,,,,,,,,,,
1437,CTLP,Cantaloupe Inc,Braunstein Douglas L,10% Owner,2022-05-25,17940,4.83,86650,1.5,5.349999904632568,5.199999809265137,,5.2749998569488525,0.08436016474249684,5.090000152587892,5.079999923706055,,5.085000038146973,0.050147499751031915
1438,LDI,"Loandepot, Inc.",Martell Frank,CEO and President,2022-05-20,30000,2.71,81312,2.66,2.7899999618530287,2.740000009536743,2.880000114440918,2.8033333619435634,0.033293707844597765,2.5450000762939453,2.4200000762939453,2.700000047683716,2.5550000667572017,-0.060665334322093874
1439,RNWK,Realnetworks Inc,A. G. Family L.p.,10% Owner,2022-05-23,139936,0.58,81163,2.45,0.6100000143051147,0.6200000047683716,0.6700000166893005,0.6333333452542623,0.0842105435532544,0.5699999928474426,0.5699999928474426,0.6000000238418579,0.5800000031789144,5.4808869785741824e-09
1440,PETQ,"Petiq, Inc.",Glasman Zvi,CHIEF FINANCIAL OFFICER,2022-05-24,5800,13.73,79634,0.01,16.010000228881836,16.354999542236328,16.815000534057614,16.393333435058597,0.1624644216265875,14.010000228881836,15.550000190734865,16.069999694824222,15.210000038146973,0.09730440726069058
1441,RNWK,Realnetworks Inc,Satterfield Thomas A Jr,10% Owner,2022-05-24,133805,0.59,79182,1.5,0.6200000047683716,0.6700000166893005,0.6499999761581421,0.6466666658719381,0.08762886485811232,0.5699999928474426,0.6000000238418579,0.5899999737739563,0.5866666634877523,-0.0056818236312096895
1442,PGC,Peapack Gladstone Financial Corp,Horst Peter D.,Director,2022-05-23,2500,31.49,78733,2.39,32.84999847412109,32.740001678466804,33.34000015258789,32.97666676839193,0.04508238442755222,30.979999542236328,32.09999847412109,32.790000915527344,31.95666631062825,0.014603097397335531
1443,OCN,Ocwen Financial Corp,Messina Glen A.,President & CEO,2022-05-24,3000,26.18,78540,2.81,25.399999618530273,26.959999084472656,27.420000076293945,26.59333292643229,0.015542727478941282,24.8799991607666,25.59000015258789,26.149999618530273,25.539999643961593,-0.025058745691475568
1444,DTC,"Solo Brands, Inc.",Webb Somer,Chief Financial Officer,2022-05-24,20116,3.87,78028,2.74,4.324999809265137,4.679999828338623,5.550000190734863,4.851666609446208,0.2023359576140084,3.880000114440918,4.400000095367432,4.739999771118164,4.339999993642172,0.10829492956928374
1445,FLL,Full House Resorts Inc,Fanger Lewis A.,"Sr. VP, CFO and Treasurer",2022-05-20,12000,6.45,77370,2.81,6.559999942779541,6.320000171661378,6.420000076293945,6.433333396911621,-0.0025906636668915736,6.119999885559082,5.940000057220459,6.090000152587893,6.050000031789143,-0.06611569687753639
1446,PKG,Packaging Corp Of America,Harman Donna A.,Director,2022-05-25,500,153.21,76604,2.39,157.27999877929688,159.97999572753906,,158.62999725341797,0.034167543007387766,154.39999389648438,156.60000610351562,,155.5,0.014726688102893841
1447,TRIN,Trinity Capital Inc.,Hamada Richard P,Director,2022-05-24,5058,15.0,75870,2.1,15.630000114440918,16.114999771118164,17.09000015258789,16.278333346048992,0.07852974373198124,15.010000228881836,15.454999923706055,16.290000915527347,15.585000356038414,0.037536114383966215
1448,RVP,Retractable Technologies Inc,Leonard Braden Michael,10% Owner,2022-05-23,18597,3.97,73808,1.5,3.9300000667572017,4.0300002098083505,4.0900001525878915,4.0166668097178135,0.011618292462025932,3.7699999809265137,3.859999895095825,4.0,3.87666662534078,-0.0240756772968622
1449,IMLE,Transbiotec Inc,Beabout J. Steven,Director,2022-05-19,59013,1.25,73766,2.1,,,,,,,,,,
1450,NNUP,Nocopi Technologies Inc /md/,Liebowitz Michael,10% Owner,2022-05-25,445485,0.16,72169,1.5,0.17000000178813934,0.16899999976158142,,0.16950000077486038,0.056047201955348805,0.15800000727176666,0.16099999845027926,,0.15950000286102295,-0.003134778244566656
1451,BBSI,Barrett Business Services Inc,Kramer Gary,President & CEO,2022-05-20,1000,70.13,70130,0.01,72.41999816894531,72.19999694824219,72.94000244140625,72.51999918619792,0.032956414961637134,70.98999786376953,70.91999816894531,70.94000244140625,70.9499994913737,0.011557427727302592
1452,LAWS,Lawson Products Incde,Lanuza Cesar,President and CEO,2022-05-25,1800,37.47,68800,2.74,39.40480041503906,40.16999816894531,,39.78739929199219,0.058244553130634,37.47000122070313,38.459999084472656,,37.96500015258789,0.013038328739586479
1453,STIM,Neuronetics Inc,Cannell Capital Llc,10% Owner,2022-05-23,26612,2.46,65466,1.5,2.4300000667572017,2.490000009536743,2.5999999046325684,2.506666660308838,0.018617018787447502,2.289999961853028,2.2699999809265137,2.380000114440918,2.31333335240682,-0.06340056760111397
1454,RNWK,Realnetworks Inc,A. G. Family L.p.,10% Owner,2022-05-24,110064,0.59,64938,2.45,0.6200000047683716,0.6700000166893005,0.6499999761581421,0.6466666658719381,0.08762886485811232,0.5699999928474426,0.6000000238418579,0.5899999737739563,0.5866666634877523,-0.0056818236312096895
1455,GSIT,Gsi Technology Inc,Lu Ruey-Lin,Director,2022-05-20,19645,3.22,63312,2.39,3.609999895095825,3.5899999141693115,3.5999999046325684,3.5999999046325684,0.10555553186086893,3.0899999141693115,3.109999895095825,3.359999895095825,3.1866665681203212,-0.010460282294090588
1456,ANGN,Angion Biomedica Corp.,Venkatesan Jay,See Remarks,2022-05-20,50000,1.23,61500,2.81,1.3700000047683716,1.2699999809265137,1.2999999523162842,1.31333331267039,0.06345176191484016,1.2200000286102295,1.2200000286102295,1.2200000286102295,1.2200000286102295,-0.008196697668246794
1457,INVE,Identiv Inc,Bleichroeder Lp,10% Owner,2022-05-25,5487,11.15,61180,1.5,12.25,13.300000190734865,,12.775000095367432,0.12720157207331068,11.68000030517578,12.329999923706055,,12.005000114440918,0.07122033371848374
1458,POAI,Predictive Oncology Inc,Engle J Melville,,2022-05-24,159500,0.37,59334,0.01,0.3799999952316284,0.3799999952316284,0.4120000004768372,0.390666663646698,0.052901016569430234,0.3499999940395355,0.3610000014305115,0.3639999926090241,0.3583333293596904,-0.032558150985164916
1459,KFS,Kingsway Financial Services Inc (USA),Frischer Charles,Director,2022-05-26,10500,5.4,56700,2.1,5.389999866485597,,5.400000095367432,5.394999980926514,-0.000926787597991428,5.369999885559082,,5.349999904632568,5.359999895095825,-0.007462706284896307
1460,NIHK,Video River Networks Inc,"Cannabinoid Biosciences, Inc.",President and CEO,2022-05-24,1742044,0.03,55745,3.23,0.03999999910593033,0.03669999912381172,0.03280000016093254,0.0364999994635582,0.1780821797010664,0.03350000083446504,0.024000000208616257,0.030349999666213982,0.029283333569765087,-0.02447352616216013
1461,ARHS,"Arhaus, Inc.",Phillipson Dawn,Chief Financial Officer,2022-05-24,10000,5.52,55200,2.74,5.769999980926514,6.059999942779541,6.050000190734862,5.960000038146973,0.07382550928368345,5.300000190734863,5.861999988555907,5.809999942779541,5.6573333740234375,0.024275283944557045
1462,SNPO,Snap One Holdings Corp.,Heyman John H,Chief Executive Officer,2022-05-23,5000,10.9,54500,2.81,10.470000267028807,11.739999771118164,12.375,11.528333346048989,0.05450339846950498,9.31999969482422,10.300000190734863,11.529999732971193,10.383333206176758,-0.049759242390092204
1463,SFE,Safeguard Scientifics Inc,Satterfield Thomas A Jr,10% Owner,2022-05-23,15732,3.44,54264,1.5,3.869999885559082,4.0,4.320000171661377,4.0633333524068185,0.15340443383450256,3.559999942779541,3.609999895095825,3.920000076293945,3.6966666380564366,0.06943191344713256
1464,KFS,Kingsway Financial Services Inc (USA),"Stilwell Value Partners Vii, L.p.",10% Owner,2022-05-24,10000,5.39,53900,1.5,5.400000095367432,5.400000095367432,5.389999866485597,5.396666685740154,0.0012353339808384464,5.380000114440918,5.329999923706055,5.369999885559082,5.359999974568685,-0.005597019696577361
1465,BCOV,Brightcove Inc,Brolin Jonathan,10% Owner,2022-05-24,7897,6.65,52771,1.5,6.929999828338622,6.929999828338622,7.079999923706055,6.979999860127768,0.047277917871151036,6.710000038146973,6.690000057220459,6.670000076293945,6.690000057220459,0.005979081745640183
1466,OCN,Ocwen Financial Corp,Henley George T.,EVP & Chief Growth Officer,2022-05-25,1980,25.28,50054,2.74,26.959999084472656,27.420000076293945,,27.1899995803833,0.07024639977417661,25.59000015258789,26.149999618530273,,25.86999988555908,0.02280633506644989
1467,VEC,Vectrus Inc,Howell Mary L,Director,2022-05-20,1500,33.34,50004,2.39,35.70000076293945,34.990001678466804,35.400001525878906,35.36333465576172,0.057215606940282014,34.19499969482422,33.81999969482422,34.09000015258789,34.03499984741211,0.02042015133033565
1468,TRIN,Trinity Capital Inc.,Brown Kyle Steven,President & CIO,2022-05-20,3377,14.8,49980,2.66,15.600000381469727,15.189000129699707,15.630000114440918,15.473000208536785,0.04349513342379935,15.020000457763672,14.68299961090088,15.010000228881836,14.904333432515465,0.007000207891742889
1469,NMFC,New Mountain Finance Corp,Boswerger Laura Holson,Chief Operating Officer,2022-05-23,4000,12.47,49958,2.74,12.59000015258789,12.770000457763672,12.949999809265135,12.77000013987223,0.023492571384986168,12.270000457763672,12.470000267028807,12.729999542236328,12.490000089009605,0.0016012881398777255
1470,TSLX,Sixth Street Specialty Lending Inc,Gordon Jennifer,Vice President,2022-05-24,2500,19.91,49781,2.81,20.520000457763672,20.799999237060547,21.13999938964844,20.81999969482422,0.043707959085630604,20.09000015258789,20.459999084472656,20.76000022888184,20.43666648864746,0.025770665139543344
1471,HUMA,"Humacyte, Inc",Scheessele William John,Chief Commercial Officer,2022-05-24,10525,4.72,49678,2.74,5.330999851226807,5.257999897003174,5.610000133514403,5.399666627248127,0.1258719610241034,4.760000228881836,4.889999866485597,4.940000057220459,4.863333384195964,0.02947225141129428
1472,ARHS,"Arhaus, Inc.",Beargie William,Director,2022-05-24,9000,5.5,49500,2.39,5.769999980926514,6.059999942779541,6.050000190734862,5.960000038146973,0.07718121396019177,5.300000190734863,5.861999988555907,5.809999942779541,5.6573333740234375,0.027810518423018727
1473,CINF,Cincinnati Financial Corp,Debbink Dirk J,,2022-05-20,410,120.67,49473,0.01,125.93000030517578,125.68000030517578,125.9000015258789,125.83666737874347,0.04105852043262427,122.73999786376952,122.80999755859376,123.37999725341795,122.97666422526044,0.01875692628184504
1474,GIG.U,"Gigcapital, Inc.",Esse Effe S.p.a.,Director,2022-05-24,15000,3.29,49290,2.25,,,,,,,,,,
1475,NMFC,New Mountain Finance Corp,Boswerger Laura Holson,Chief Operating Officer,2022-05-24,4000,12.31,49240,2.74,12.770000457763672,12.949999809265135,13.100000381469727,12.940000216166176,0.04868626009597021,12.470000267028807,12.729999542236328,12.899999618530273,12.699999809265135,0.030708646860027226
1476,RDVT,Red Violet Inc,Stanton Lisa M.,Director,2022-05-11,2000,24.47,48940,2.39,25.979999542236328,25.17499923706055,23.79999923706055,24.984999338785812,0.0206123415015002,23.51000022888184,23.5,23.0,23.33666674296061,-0.04856448735898626
1477,VHC,Virnetx Holding Corp,Larsen Kendall,President & CEO,2022-05-20,40650,1.2,48780,2.64,1.25,1.2599999904632568,1.25,1.253333330154419,0.042553189060924416,1.2000000476837158,1.1200000047683716,1.1299999952316284,1.150000015894572,-0.04347824644726941
1478,SNPO,Snap One Holdings Corp.,Heyman John H,Chief Executive Officer,2022-05-24,5000,9.75,48750,2.81,11.739999771118164,12.375,12.34000015258789,12.151666641235352,0.1976409254912868,10.300000190734863,11.529999732971193,11.779999732971193,11.203333218892418,0.12972328774811676
1479,HUMA,"Humacyte, Inc",Dougan Brady W,Director,2022-05-23,10000,4.83,48300,2.25,4.960000038146973,5.330999851226807,5.257999897003174,5.1829999287923165,0.06810726097666941,4.675000190734863,4.760000228881836,4.889999866485597,4.775000095367432,-0.011518304405046559
1480,HUMA,"Humacyte, Inc",Niklason Laura E,"President, CEO and Director",2022-05-23,10000,4.83,48300,3.23,4.960000038146973,5.330999851226807,5.257999897003174,5.1829999287923165,0.06810726097666941,4.675000190734863,4.760000228881836,4.889999866485597,4.775000095367432,-0.011518304405046559
1481,TRDA,"Entrada Therapeutics, Inc.",Baker Bros. Advisors (gp) Llc,10% Owner,2022-05-23,7837,5.99,46923,1.5,6.050000190734862,6.5,6.75,6.433333396911621,0.06891192630004953,5.53000020980835,5.9099998474121085,6.380000114440918,5.940000057220459,-0.008417498703348162
1482,CTLP,Cantaloupe Inc,Baird Lisa P.,Director,2022-05-24,10000,4.67,46700,2.39,5.079999923706055,5.349999904632568,5.199999809265137,5.209999879201253,0.10364681223064456,4.599999904632568,5.090000152587892,5.079999923706055,4.923333326975505,0.051455652126469416
1483,SFE,Safeguard Scientifics Inc,Satterfield Thomas A Jr,10% Owner,2022-05-24,12526,3.7,46346,1.5,4.0,4.320000171661377,4.389999866485597,4.236666679382323,0.12667191450155954,3.609999895095825,3.920000076293945,4.179999828338623,3.9033332665761313,0.052092212652517886
1484,SGU,Star Gas Partners Lp,Ambury Richard,Chief Financial Officer,2022-05-23,5000,9.24,46200,2.74,9.43000030517578,9.829999923706056,9.859999656677246,9.706666628519693,0.048076919335887584,9.079999923706056,9.270000457763672,9.619999885559082,9.323333422342936,0.008938157477370777
1485,SGU,Star Gas Partners Lp,Woosnam Jeffrey M,President and CEO,2022-05-23,5000,9.22,46100,2.81,9.43000030517578,9.829999923706056,9.859999656677246,9.706666628519693,0.05013735890442458,9.079999923706056,9.270000457763672,9.619999885559082,9.323333422342936,0.011083312980666466
1486,TELA,"Tela Bio, Inc.","Ew Healthcare Partners Fund 2-Ugp, L.p.",See footnote 2,2022-05-20,5000,8.79,43950,1.5,8.819999694824219,8.329999923706055,7.179999828338622,8.109999815622965,-0.08384712698354117,8.100000381469728,6.320000171661378,6.550000190734862,6.990000247955322,-0.25751068500622776
1487,KMPH,"Kempharm, Inc",Mickle Travis C,President & CEO,2022-05-25,10000,4.39,43900,2.66,4.650000095367432,4.730000019073486,,4.690000057220459,0.06396589628151415,4.5,4.46999979019165,,4.484999895095825,0.021181693939325227
1488,GEGQQ,Global Power Equipment Group Inc,Brown David A B,Director,2022-05-23,24836,1.72,42812,2.39,,,,,,,,,,
1489,SKYX,Sql Technologies Ord Shs,Shiff Dov,Director,2022-05-24,11922,3.58,42703,3.92,4.050000190734863,3.595000028610228,3.509999990463257,3.7183334032694497,0.0372030660692815,3.440000057220459,3.227999925613404,3.259999990463257,3.309333324432373,-0.08178888284517323
1490,TELA,"Tela Bio, Inc.","Ew Healthcare Partners Fund 2-Ugp, L.p.",See footnote 2,2022-05-23,5000,8.53,42650,1.5,8.329999923706055,7.179999828338622,7.204999923706055,7.571666558583576,-0.1265683629887284,6.320000171661378,6.550000190734862,6.6599998474121085,6.510000069936115,-0.31029184460265385
1491,EML,Eastern Co,Disanto Frederick D.,Director,2022-05-20,2000,20.92,41840,2.39,21.63999938964844,21.520000457763672,20.8799991607666,21.34666633605957,0.019987492629649068,20.81999969482422,20.86000061035156,20.51000022888184,20.730000178019207,-0.009165452018773192
1492,ABIO,Nuvelo Inc,Ma-Weaver Jacob,See Footnote 1,2022-05-24,18110,2.29,41383,2.44,2.4100000858306885,2.4300000667572017,2.440000057220459,2.426666736602783,0.05631870851541404,2.25,2.359999895095825,2.4000000953674316,2.3366666634877524,0.01997146799625106
1493,MCBC,Macatawa Bank Corp,Rosenbach Thomas P,Director,2022-05-24,4682,8.8,41202,2.39,9.079999923706056,9.3100004196167,9.3100004196167,9.233333587646484,0.04693143419254903,8.960000038146973,9.100000381469727,9.130000114440918,9.063333511352539,0.029054818629667814
1494,CVRX,"Cvrx, Inc.",Nielsen Kirk G.,Director,2022-05-24,8070,5.05,40752,2.1,5.756999969482423,6.1500000953674325,6.070000171661378,5.99233341217041,0.1572565054969295,5.28000020980835,5.519999980926514,5.599999904632568,5.4666666984558105,0.07621951756698613
1495,OTRK,"Ontrak, Inc",Hill Arik,Chief Information Officer,2022-05-20,26315,1.52,39999,0.01,1.6399999856948853,1.5399999618530271,1.5,1.5599999825159712,0.02564101472069177,1.5,1.4099999666213991,1.4500000476837158,1.4533333381017048,-0.04587155620153387
1496,ANGN,Angion Biomedica Corp.,Venkatesan Jay,See Remarks,2022-05-24,32200,1.24,39928,2.81,1.2999999523162842,1.3300000429153442,1.559999942779541,1.3966666460037231,0.112171824573883,1.2200000286102295,1.2599999904632568,1.309999942779541,1.2633333206176758,0.018469647112820186
1497,TFSCU,1347 Capital Corporation,Alvarado Linda G,Director,2022-05-24,7000,5.69,39830,2.39,,,,,,,,,,
1498,HMST,"Homestreet, Inc.",Van Amen Darrell,"EVP, Chief Investment Officer",2022-05-24,1000,39.25,39250,1.99,40.7400016784668,40.83000183105469,40.77999877929688,40.78333409627279,0.03759707562538201,39.65999984741211,39.810001373291016,40.29999923706055,39.923333485921226,0.0168656629376571
